id,sample_category,sha,msg_index,labels_gpt,labels_claude,labels_a1,labels_a2,labels_consensus
345,7.3 Deferred Debugging,2b4b58ecb71e2b81ea561e025496be49af5e5cd3,0,7.3 Deferred Debugging,7.3 Deferred Debugging,7.3 Deferred Debugging,7.3 Deferred Debugging,7.3 Deferred Debugging
346,7.3 Deferred Debugging,22c9c989fc695efc511cf21bb36548526260d1b8,17,7.3 Deferred Debugging,2.2 Symptom Description,2.2 Symptom Description,7.3 Deferred Debugging,"2.2 Symptom Description
7.3 Deferred Debugging"
347,7.3 Deferred Debugging,60bc604fca48e06b48c66929244d14c16d99b288,0,7.3 Deferred Debugging,7.3 Deferred Debugging,7.3 Deferred Debugging,7.3 Deferred Debugging,7.3 Deferred Debugging
348,7.3 Deferred Debugging,f701dd118be370e7f99e1e6d7bd9ceb6879c593f,0,7.3 Deferred Debugging,7.3 Deferred Debugging,7.3 Deferred Debugging,7.3 Deferred Debugging,7.3 Deferred Debugging
349,7.3 Deferred Debugging,309002ef08969c4d9b0f39cc680ad182798a3c79,18,7.3 Deferred Debugging,7.3 Deferred Debugging,7.3 Deferred Debugging,7.3 Deferred Debugging,7.3 Deferred Debugging
350,7.3 Deferred Debugging,ec38e9cf4204606c3a4f51e637e3ca99acf4a3ff,0,7.3 Deferred Debugging,7.3 Deferred Debugging,7.3 Deferred Debugging,7.3 Deferred Debugging,7.3 Deferred Debugging
351,7.3 Deferred Debugging,c8bce14bca543b06f12f1e57b56c387a05ac4ac0,0,7.3 Deferred Debugging,7.3 Deferred Debugging,7.3 Deferred Debugging,7.3 Deferred Debugging,7.3 Deferred Debugging
352,7.3 Deferred Debugging,0d91a58dbd3754974248bdf9d332a60bafd1c1ae,0,7.3 Deferred Debugging,7.3 Deferred Debugging,7.3 Deferred Debugging,7.3 Deferred Debugging,7.3 Deferred Debugging
353,7.3 Deferred Debugging,f2a846a03f789087cc1348ea1c1089624bec7258,3,7.3 Deferred Debugging,7.3 Deferred Debugging,7.3 Deferred Debugging,7.3 Deferred Debugging,7.3 Deferred Debugging
354,7.3 Deferred Debugging,545570096a527a69c958b12b73c7cbda6dfb895b,1,7.3 Deferred Debugging,7.3 Deferred Debugging,7.3 Deferred Debugging,7.3 Deferred Debugging,7.3 Deferred Debugging
355,7.3 Deferred Debugging,5dc9718754d1a0cd5d3568fdc3a4079176b15161,6,7.3 Deferred Debugging,2.2 Symptom Description,1.2 Iterative Modification,"7.3 Deferred Debugging
2.2 Symptom Description","7.3 Deferred Debugging
2.2 Symptom Description"
356,7.3 Deferred Debugging,eae62ea3aef5e38d51305c6f7676008025cdb420,2,"7.3 Deferred Debugging
1.2 Iterative Modification",7.3 Deferred Debugging,1.2 Iterative Modification,7.3 Deferred Debugging,"7.3 Deferred Debugging
1.2 Iterative Modification"
357,7.3 Deferred Debugging,892e77d7eb480ba1a9ff04246cb6600af1bdb152,0,7.3 Deferred Debugging,7.3 Deferred Debugging,7.3 Deferred Debugging,7.3 Deferred Debugging,7.3 Deferred Debugging
358,7.3 Deferred Debugging,1ebe9009d1db967377afae12a131103fc4f275e7,12,7.3 Deferred Debugging,7.3 Deferred Debugging,7.4 Deferred Implementation,7.3 Deferred Debugging,7.3 Deferred Debugging
359,7.3 Deferred Debugging,a2028a0c0327509c63967b1b3474bed82d26786d,0,7.3 Deferred Debugging,7.3 Deferred Debugging,7.3 Deferred Debugging,7.3 Deferred Debugging,7.3 Deferred Debugging
360,7.3 Deferred Debugging,d668dab08a844bfad64ada4e5528654a449c3b92,5,7.3 Deferred Debugging,7.3 Deferred Debugging,7.3 Deferred Debugging,7.3 Deferred Debugging,7.3 Deferred Debugging
361,7.4 Deferred Implementation,a6293b7be0f8b5f9feff93c62e39c7f336ecd033,0,"7.4 Deferred Implementation
1.2 Iterative Modification",7.4 Deferred Implementation,7.4 Deferred Implementation,7.4 Deferred Implementation,7.4 Deferred Implementation
362,7.4 Deferred Implementation,a908d1d01cb7aeff52e863c8c2bff69663c06bdb,4,7.4 Deferred Implementation,4.1 Information Injection,7.2 Continuation,4.1 Information Injection,7.2 Continuation
363,7.4 Deferred Implementation,ddb7bf9caf87ccd2b1e585cefa0c095da2662de8,2,7.4 Deferred Implementation,7.4 Deferred Implementation,7.4 Deferred Implementation,7.4 Deferred Implementation,7.4 Deferred Implementation
364,7.4 Deferred Implementation,966be6467e09a52abc5b46eb5b9a5e7ad57623b4,7,7.4 Deferred Implementation,4.1 Information Injection,7.2 Continuation,4.1 Information Injection,7.2 Continuation
365,7.4 Deferred Implementation,7b4644eb45fc4e87b4dbf87516bf3f3499bc49b2,10,7.4 Deferred Implementation,7.4 Deferred Implementation,1.2 Iterative Modification,7.4 Deferred Implementation,7.4 Deferred Implementation
366,7.4 Deferred Implementation,8c98e9927d9a363cd4f205113e5abcb08a2b3d54,0,7.4 Deferred Implementation,7.4 Deferred Implementation,7.4 Deferred Implementation,7.4 Deferred Implementation,7.4 Deferred Implementation
367,7.4 Deferred Implementation,cafe0c9daed8939c063c5259676aa24b265a225e,6,"1.2 Iterative Modification
7.4 Deferred Implementation",7.3 Deferred Debugging,7.3 Deferred Debugging,7.3 Deferred Debugging,7.3 Deferred Debugging
368,7.4 Deferred Implementation,06d74ada45c8839991d2b37eb7bf1e58ad8d0445,20,7.4 Deferred Implementation,7.4 Deferred Implementation,7.4 Deferred Implementation,7.4 Deferred Implementation,7.4 Deferred Implementation
369,7.4 Deferred Implementation,aecb91c25ae099a33c7b01a28d42dd76bc0815d0,3,"6.2 Toolchain Operation
7.4 Deferred Implementation",6.1 Documentation,7.4 Deferred Implementation,7.4 Deferred Implementation,7.4 Deferred Implementation
370,7.4 Deferred Implementation,644d0ed9990641adb8456d39398e8b90e7681d1e,5,"7.4 Deferred Implementation
7.1 Confirmation","7.5 Sentiment Expression
7.2 Continuation",7.2 Continuation,7.2 Continuation,7.2 Continuation
371,7.4 Deferred Implementation,d86cc43ee83c5afcbfb1b9adc8f926965b9170cd,17,7.4 Deferred Implementation,7.4 Deferred Implementation,7.4 Deferred Implementation,7.4 Deferred Implementation,7.4 Deferred Implementation
372,7.4 Deferred Implementation,a521517fcf908710ea3fc4a2f77d7fc32372a91c,0,7.4 Deferred Implementation,7.4 Deferred Implementation,6.2 Toolchain Operation,7.4 Deferred Implementation,7.4 Deferred Implementation
373,7.4 Deferred Implementation,adfff3df4eafe3691978f8bc33860c9180699d48,9,7.4 Deferred Implementation,7.2 Continuation,7.2 Continuation,7.2 Continuation,7.2 Continuation
374,7.4 Deferred Implementation,9b76925fa9431e68a6451df6c8f9e2724cc00fbe,34,7.4 Deferred Implementation,7.4 Deferred Implementation,7.4 Deferred Implementation,7.4 Deferred Implementation,7.4 Deferred Implementation
375,7.4 Deferred Implementation,599103b047b5159e826c97696241d9d76b55df95,2,7.4 Deferred Implementation,7.4 Deferred Implementation,7.4 Deferred Implementation,7.4 Deferred Implementation,7.4 Deferred Implementation
376,7.4 Deferred Implementation,3887be09917805930645399b5bc45f17327b7557,17,7.4 Deferred Implementation,7.3 Deferred Debugging,7.3 Deferred Debugging,7.3 Deferred Debugging,7.3 Deferred Debugging
377,7.4 Deferred Implementation,7b4644eb45fc4e87b4dbf87516bf3f3499bc49b2,8,7.4 Deferred Implementation,7.4 Deferred Implementation,7.2 Continuation,7.4 Deferred Implementation,7.4 Deferred Implementation
378,7.4 Deferred Implementation,edbada33d9d2d95c0d28f21d74f23999a647ec5e,0,7.4 Deferred Implementation,1.1 New Implementation,1.1 New Implementation,1.1 New Implementation,1.1 New Implementation
379,7.4 Deferred Implementation,f64252976d50b442053f64c822610fa8ccadb0a8,0,7.4 Deferred Implementation,7.4 Deferred Implementation,7.4 Deferred Implementation,7.4 Deferred Implementation,7.4 Deferred Implementation
380,7.4 Deferred Implementation,33cd545c77893dfde31c09804bdaf0f0b5382cda,0,7.4 Deferred Implementation,3.2 Project Comprehension,3.3 General Knowledge Query,3.3 General Knowledge Query,3.3 General Knowledge Query
381,7.5 Sentiment Expression,d780a6be57d235ab0b26a7132a1f8b2b07bc7c10,1,"7.2 Continuation
7.5 Sentiment Expression",7.5 Sentiment Expression,7.5 Sentiment Expression,7.5 Sentiment Expression,7.5 Sentiment Expression
382,7.5 Sentiment Expression,f0f66a5b8daeb5900014180c61937e1d02752107,9,7.5 Sentiment Expression,7.5 Sentiment Expression,7.5 Sentiment Expression,7.5 Sentiment Expression,7.5 Sentiment Expression
383,7.5 Sentiment Expression,ca02d52e63fae845e900c3174f996caa02f57434,3,"2.1 Log Paste
7.5 Sentiment Expression","7.5 Sentiment Expression
7.1 Confirmation
2.1 Log Paste",2.1 Log Paste,"2.1 Log Paste
7.5 Sentiment Expression","2.1 Log Paste
7.5 Sentiment Expression"
384,7.5 Sentiment Expression,e540c417ba9526bd861209e6926b91f5dd574e18,11,7.5 Sentiment Expression,7.5 Sentiment Expression,7.5 Sentiment Expression,7.5 Sentiment Expression,7.5 Sentiment Expression
385,7.5 Sentiment Expression,c86de63f1a60d0481236d004962a83918d7044ce,9,7.5 Sentiment Expression,7.5 Sentiment Expression,7.5 Sentiment Expression,7.5 Sentiment Expression,7.5 Sentiment Expression
386,7.5 Sentiment Expression,a9166a38a47d4f42a9a7136c73d59ea45c6dd5c2,32,"6.2 Toolchain Operation
7.5 Sentiment Expression","5.1 Code Review
7.5 Sentiment Expression","1.3 Alignment Correction
5.1 Code Review","5.1 Code Review
7.5 Sentiment Expression",5.1 Code Review
387,7.5 Sentiment Expression,31e1f12f5b98fb75dee33f8e542ce2734c70f805,8,7.5 Sentiment Expression,7.5 Sentiment Expression,7.5 Sentiment Expression,7.5 Sentiment Expression,7.5 Sentiment Expression
388,7.5 Sentiment Expression,67e647ab2fa8af4f65692b304f2cabb5826c0289,11,"2.3 Error Persistence
7.5 Sentiment Expression
4.1 Information Injection","2.3 Error Persistence
4.1 Information Injection
7.5 Sentiment Expression","2.3 Error Persistence
4.1 Information Injection","2.3 Error Persistence
7.5 Sentiment Expression
4.1 Information Injection","2.3 Error Persistence
7.5 Sentiment Expression
4.1 Information Injection"
389,7.5 Sentiment Expression,a50db13ff0a23e9bfe1ee152df80aa3d1721e596,14,7.5 Sentiment Expression,"7.5 Sentiment Expression
8.1 Others","2.3 Error Persistence
2.2 Symptom Description","2.3 Error Persistence
2.2 Symptom Description","2.3 Error Persistence
2.2 Symptom Description"
390,7.5 Sentiment Expression,d6a6aeb409655411ab3b91b229c0d98decbee711,54,7.5 Sentiment Expression,7.5 Sentiment Expression,7.5 Sentiment Expression,7.5 Sentiment Expression,7.5 Sentiment Expression
391,7.5 Sentiment Expression,83fd1e35d284d002444a33fac61dcaee4f19760e,8,"6.1 Documentation
4.2 Behavior Specification
7.5 Sentiment Expression","6.1 Documentation
4.2 Behavior Specification
7.5 Sentiment Expression",6.1 Documentation,"6.1 Documentation
4.2 Behavior Specification
7.5 Sentiment Expression","6.1 Documentation
4.2 Behavior Specification
7.5 Sentiment Expression"
392,7.5 Sentiment Expression,76ea8d2cb6e3706562612dd2718a2301c9550af4,8,"6.2 Toolchain Operation
5.2 Runtime Inspection
7.5 Sentiment Expression","7.5 Sentiment Expression
2.3 Error Persistence
5.1 Code Review","2.2 Symptom Description
2.3 Error Persistence
5.1 Code Review
7.5 Sentiment Expression","7.5 Sentiment Expression
2.3 Error Persistence
5.1 Code Review","7.5 Sentiment Expression
2.3 Error Persistence
5.1 Code Review"
393,7.5 Sentiment Expression,6a688b9b60149649fa676abad54b30406efcccd2,3,"1.3 Alignment Correction
7.5 Sentiment Expression","7.5 Sentiment Expression
1.3 Alignment Correction","1.3 Alignment Correction
7.5 Sentiment Expression","1.3 Alignment Correction
7.5 Sentiment Expression","1.3 Alignment Correction
7.5 Sentiment Expression"
394,7.5 Sentiment Expression,44766ec31afe13a540bebfccc8528187485b90f3,4,"1.2 Iterative Modification
7.5 Sentiment Expression","7.5 Sentiment Expression
2.3 Error Persistence
1.2 Iterative Modification","2.3 Error Persistence
1.2 Iterative Modification
7.5 Sentiment Expression","2.3 Error Persistence
1.2 Iterative Modification
7.5 Sentiment Expression","2.3 Error Persistence
1.2 Iterative Modification
7.5 Sentiment Expression"
395,7.5 Sentiment Expression,7a43dc8550d25b7a4ac339c14ffe087fd13535a5,13,"2.2 Symptom Description
7.5 Sentiment Expression","7.5 Sentiment Expression
2.2 Symptom Description","2.2 Symptom Description
7.5 Sentiment Expression","2.2 Symptom Description
7.5 Sentiment Expression","2.2 Symptom Description
7.5 Sentiment Expression"
396,7.5 Sentiment Expression,adbc65337cccd963d6b45aadb3905b16b8c8f5d9,0,"4.2 Behavior Specification
7.5 Sentiment Expression","7.5 Sentiment Expression
4.1 Information Injection",7.2 Continuation,"7.5 Sentiment Expression
4.1 Information Injection","7.5 Sentiment Expression
4.1 Information Injection"
397,7.5 Sentiment Expression,062ddcf62c2f4202f7f21bcc591af60cdcbbaa9f,14,"1.3 Alignment Correction
1.2 Iterative Modification
7.5 Sentiment Expression","1.2 Iterative Modification
7.5 Sentiment Expression","1.2 Iterative Modification
7.5 Sentiment Expression","1.2 Iterative Modification
7.5 Sentiment Expression","1.2 Iterative Modification
7.5 Sentiment Expression"
398,7.5 Sentiment Expression,7f9461c012fad0ded6b54ca8038b86c07a147d5b,8,"3.2 Project Comprehension
7.5 Sentiment Expression","7.5 Sentiment Expression
3.3 General Knowledge Query","3.3 General Knowledge Query
7.5 Sentiment Expression","3.2 Project Comprehension
7.5 Sentiment Expression","3.2 Project Comprehension
7.5 Sentiment Expression"
399,7.5 Sentiment Expression,076183fae6acef577cefb7464d2dd1b2bb03c15e,34,7.5 Sentiment Expression,7.5 Sentiment Expression,7.5 Sentiment Expression,7.5 Sentiment Expression,7.5 Sentiment Expression
400,7.5 Sentiment Expression,553c31d00799bd79575031f961e5f728e04d755a,2,7.5 Sentiment Expression,7.5 Sentiment Expression,7.5 Sentiment Expression,7.5 Sentiment Expression,7.5 Sentiment Expression
